sex,education,age,partner_state,lead_partner_state,proportion
Men,High Education,78,Working Partner,Retired Partner,1.0
Men,High Education,78,Retired Partner,Single,0.0
Men,High Education,78,Retired Partner,Working Partner,0.0
Men,High Education,78,Retired Partner,Retired Partner,1.0
Men,High Education,79,Single,Single,1.0
Men,High Education,79,Single,Working Partner,0.0
Men,High Education,79,Single,Retired Partner,0.0
Men,High Education,79,Working Partner,Single,0.0
Men,High Education,79,Working Partner,Working Partner,0.0
Men,High Education,79,Working Partner,Retired Partner,1.0
Men,High Education,79,Retired Partner,Single,0.0
Men,High Education,79,Retired Partner,Working Partner,0.0
Men,High Education,79,Retired Partner,Retired Partner,1.0
Men,High Education,80,Single,Single,1.0
Men,High Education,80,Single,Working Partner,0.0
Men,High Education,80,Single,Retired Partner,0.0
Men,High Education,80,Working Partner,Single,0.0
Men,High Education,80,Working Partner,Working Partner,0.0
Men,High Education,80,Working Partner,Retired Partner,1.0
Men,High Education,80,Retired Partner,Single,0.0
Men,High Education,80,Retired Partner,Working Partner,0.0
Men,High Education,80,Retired Partner,Retired Partner,1.0
Men,High Education,81,Single,Single,1.0
Men,High Education,81,Single,Working Partner,0.0
Men,High Education,81,Single,Retired Partner,0.0
Men,High Education,81,Working Partner,Single,0.0
Men,High Education,81,Working Partner,Working Partner,0.0
Men,High Education,81,Working Partner,Retired Partner,1.0
Men,High Education,81,Retired Partner,Single,0.0
Men,High Education,81,Retired Partner,Working Partner,0.0
Men,High Education,81,Retired Partner,Retired Partner,1.0
Men,High Education,82,Single,Single,1.0
Men,High Education,82,Single,Working Partner,0.0
Men,High Education,82,Single,Retired Partner,0.0
Men,High Education,82,Working Partner,Single,0.0
Men,High Education,82,Working Partner,Working Partner,0.0
Men,High Education,82,Working Partner,Retired Partner,1.0
Men,High Education,82,Retired Partner,Single,0.0
Men,High Education,82,Retired Partner,Working Partner,0.0
Men,High Education,82,Retired Partner,Retired Partner,1.0
Men,High Education,83,Single,Single,1.0
Men,High Education,83,Single,Working Partner,0.0
Men,High Education,83,Single,Retired Partner,0.0
Men,High Education,83,Working Partner,Single,0.0
Men,High Education,83,Working Partner,Working Partner,0.0
Men,High Education,83,Working Partner,Retired Partner,1.0
Men,High Education,83,Retired Partner,Single,0.0
Men,High Education,83,Retired Partner,Working Partner,0.0
Men,High Education,83,Retired Partner,Retired Partner,1.0
Men,High Education,84,Single,Single,1.0
Men,High Education,84,Single,Working Partner,0.0
Men,High Education,84,Single,Retired Partner,0.0
Men,High Education,84,Working Partner,Single,0.0
Men,High Education,84,Working Partner,Working Partner,0.0
Men,High Education,84,Working Partner,Retired Partner,1.0
Men,High Education,84,Retired Partner,Single,0.0
Men,High Education,84,Retired Partner,Working Partner,0.0
Men,High Education,84,Retired Partner,Retired Partner,1.0
Men,High Education,85,Single,Single,1.0
Men,High Education,85,Single,Working Partner,0.0
Men,High Education,85,Single,Retired Partner,0.0
Men,High Education,85,Working Partner,Single,0.0
Men,High Education,85,Working Partner,Working Partner,0.0
Men,High Education,85,Working Partner,Retired Partner,1.0
Men,High Education,85,Retired Partner,Single,0.0
Men,High Education,85,Retired Partner,Working Partner,0.0
Men,High Education,85,Retired Partner,Retired Partner,1.0
Men,High Education,86,Single,Single,1.0
Men,High Education,86,Single,Working Partner,0.0
Men,High Education,86,Single,Retired Partner,0.0
Men,High Education,86,Working Partner,Single,0.0
Men,High Education,86,Working Partner,Working Partner,0.0
Men,High Education,86,Working Partner,Retired Partner,1.0
Men,High Education,86,Retired Partner,Single,0.0
Men,High Education,86,Retired Partner,Working Partner,0.0
Men,High Education,86,Retired Partner,Retired Partner,1.0
Men,High Education,87,Single,Single,1.0
Men,High Education,87,Single,Working Partner,0.0
Men,High Education,87,Single,Retired Partner,0.0
Men,High Education,87,Working Partner,Single,0.0
Men,High Education,87,Working Partner,Working Partner,0.0
Men,High Education,87,Working Partner,Retired Partner,1.0
Men,High Education,87,Retired Partner,Single,0.0
Men,High Education,87,Retired Partner,Working Partner,0.0
Men,High Education,87,Retired Partner,Retired Partner,1.0
Men,High Education,88,Single,Single,1.0
Men,High Education,88,Single,Working Partner,0.0
Men,High Education,88,Single,Retired Partner,0.0
Men,High Education,88,Working Partner,Single,0.0
Men,High Education,88,Working Partner,Working Partner,0.0
Men,High Education,88,Working Partner,Retired Partner,1.0
Men,High Education,88,Retired Partner,Single,0.0
Men,High Education,88,Retired Partner,Working Partner,0.0
Men,High Education,88,Retired Partner,Retired Partner,1.0
Men,High Education,89,Single,Single,1.0
Men,High Education,89,Single,Working Partner,0.0
Men,High Education,89,Single,Retired Partner,0.0
Men,High Education,89,Working Partner,Single,0.0
Men,High Education,89,Working Partner,Working Partner,0.0
Men,High Education,89,Working Partner,Retired Partner,1.0
Men,High Education,89,Retired Partner,Single,0.0
Men,High Education,89,Retired Partner,Working Partner,0.0
Men,High Education,89,Retired Partner,Retired Partner,1.0
Men,High Education,90,Single,Single,1.0
Men,High Education,90,Single,Working Partner,0.0
Men,High Education,90,Single,Retired Partner,0.0
Men,High Education,90,Working Partner,Single,0.0
Men,High Education,90,Working Partner,Working Partner,0.0
Men,High Education,90,Working Partner,Retired Partner,1.0
Men,High Education,90,Retired Partner,Single,0.0
Men,High Education,90,Retired Partner,Working Partner,0.0
Men,High Education,90,Retired Partner,Retired Partner,1.0
Men,High Education,91,Single,Single,1.0
Men,High Education,91,Single,Working Partner,0.0
Men,High Education,91,Single,Retired Partner,0.0
Men,High Education,91,Working Partner,Single,0.0
Men,High Education,91,Working Partner,Working Partner,0.0
Men,High Education,91,Working Partner,Retired Partner,1.0
Men,High Education,91,Retired Partner,Single,0.0
Men,High Education,91,Retired Partner,Working Partner,0.0
Men,High Education,91,Retired Partner,Retired Partner,1.0
Men,High Education,92,Single,Single,1.0
Men,High Education,92,Single,Working Partner,0.0
Men,High Education,92,Single,Retired Partner,0.0
Men,High Education,92,Working Partner,Single,0.0
Men,High Education,92,Working Partner,Working Partner,0.0
Men,High Education,92,Working Partner,Retired Partner,1.0
Men,High Education,92,Retired Partner,Single,0.0
Men,High Education,92,Retired Partner,Working Partner,0.0
Men,High Education,92,Retired Partner,Retired Partner,1.0
Men,High Education,93,Single,Single,1.0
Men,High Education,93,Single,Working Partner,0.0
Men,High Education,93,Single,Retired Partner,0.0
Men,High Education,93,Working Partner,Single,0.0
Men,High Education,93,Working Partner,Working Partner,0.0
Men,High Education,93,Working Partner,Retired Partner,1.0
Men,High Education,93,Retired Partner,Single,0.0
Men,High Education,93,Retired Partner,Working Partner,0.0
Men,High Education,93,Retired Partner,Retired Partner,1.0
Men,High Education,94,Single,Single,1.0
Men,High Education,94,Single,Working Partner,0.0
Men,High Education,94,Single,Retired Partner,0.0
Men,High Education,94,Working Partner,Single,0.0
Men,High Education,94,Working Partner,Working Partner,0.0
Men,High Education,94,Working Partner,Retired Partner,1.0
Men,High Education,94,Retired Partner,Single,0.0
Men,High Education,94,Retired Partner,Working Partner,0.0
Men,High Education,94,Retired Partner,Retired Partner,1.0
Men,High Education,95,Single,Single,1.0
Men,High Education,95,Single,Working Partner,0.0
Men,High Education,95,Single,Retired Partner,0.0
Men,High Education,95,Working Partner,Single,0.0
Men,High Education,95,Working Partner,Working Partner,0.0
Men,High Education,95,Working Partner,Retired Partner,1.0
Men,High Education,95,Retired Partner,Single,0.0
Men,High Education,95,Retired Partner,Working Partner,0.0
Men,High Education,95,Retired Partner,Retired Partner,1.0
Men,High Education,96,Single,Single,1.0
Men,High Education,96,Single,Working Partner,0.0
Men,High Education,96,Single,Retired Partner,0.0
Men,High Education,96,Working Partner,Single,0.0
Men,High Education,96,Working Partner,Working Partner,0.0
Men,High Education,96,Working Partner,Retired Partner,1.0
Men,High Education,96,Retired Partner,Single,0.0
Men,High Education,96,Retired Partner,Working Partner,0.0
Men,High Education,96,Retired Partner,Retired Partner,1.0
Men,High Education,97,Single,Single,1.0
Men,High Education,97,Single,Working Partner,0.0
Men,High Education,97,Single,Retired Partner,0.0
Men,High Education,97,Working Partner,Single,0.0
Men,High Education,97,Working Partner,Working Partner,0.0
Men,High Education,97,Working Partner,Retired Partner,1.0
Men,High Education,97,Retired Partner,Single,0.0
Men,High Education,97,Retired Partner,Working Partner,0.0
Men,High Education,97,Retired Partner,Retired Partner,1.0
Men,High Education,98,Single,Single,1.0
Men,High Education,98,Single,Working Partner,0.0
Men,High Education,98,Single,Retired Partner,0.0
Men,High Education,98,Working Partner,Single,0.0
Men,High Education,98,Working Partner,Working Partner,0.0
Men,High Education,98,Working Partner,Retired Partner,1.0
Men,High Education,98,Retired Partner,Single,0.0
Men,High Education,98,Retired Partner,Working Partner,0.0
Men,High Education,98,Retired Partner,Retired Partner,1.0
Men,High Education,99,Single,Single,1.0
Men,High Education,99,Single,Working Partner,0.0
Men,High Education,99,Single,Retired Partner,0.0
Men,High Education,99,Working Partner,Single,0.0
Men,High Education,99,Working Partner,Working Partner,0.0
Men,High Education,99,Working Partner,Retired Partner,1.0
Men,High Education,99,Retired Partner,Single,0.0
Men,High Education,99,Retired Partner,Working Partner,0.0
Men,High Education,99,Retired Partner,Retired Partner,1.0
Women,Low Education,30,Single,Single,0.5
Women,Low Education,30,Single,Working Partner,0.5
Women,Low Education,30,Single,Retired Partner,0.0
Women,Low Education,30,Working Partner,Single,0.5
Women,Low Education,30,Working Partner,Working Partner,0.5
Women,Low Education,30,Working Partner,Retired Partner,0.0
Women,Low Education,30,Retired Partner,Single,0.0
Women,Low Education,30,Retired Partner,Working Partner,0.0
Women,Low Education,30,Retired Partner,Retired Partner,1.0
Women,Low Education,31,Single,Single,0.5
Women,Low Education,31,Single,Working Partner,0.5
Women,Low Education,31,Single,Retired Partner,0.0
Women,Low Education,31,Working Partner,Single,0.5
Women,Low Education,31,Working Partner,Working Partner,0.5
Women,Low Education,31,Working Partner,Retired Partner,0.0
Women,Low Education,31,Retired Partner,Single,0.0
Women,Low Education,31,Retired Partner,Working Partner,0.0
Women,Low Education,31,Retired Partner,Retired Partner,1.0
Women,Low Education,32,Single,Single,0.5
Women,Low Education,32,Single,Working Partner,0.5
Women,Low Education,32,Single,Retired Partner,0.0
Women,Low Education,32,Working Partner,Single,0.5
Women,Low Education,32,Working Partner,Working Partner,0.5
Women,Low Education,32,Working Partner,Retired Partner,0.0
Women,Low Education,32,Retired Partner,Single,0.0
Women,Low Education,32,Retired Partner,Working Partner,0.0
Women,Low Education,32,Retired Partner,Retired Partner,1.0
Women,Low Education,33,Single,Single,0.5
Women,Low Education,33,Single,Working Partner,0.5
Women,Low Education,33,Single,Retired Partner,0.0
Women,Low Education,33,Working Partner,Single,0.5
Women,Low Education,33,Working Partner,Working Partner,0.5
Women,Low Education,33,Working Partner,Retired Partner,0.0
Women,Low Education,33,Retired Partner,Single,0.0
Women,Low Education,33,Retired Partner,Working Partner,0.0
Women,Low Education,33,Retired Partner,Retired Partner,1.0
Women,Low Education,34,Single,Single,0.5
Women,Low Education,34,Single,Working Partner,0.5
Women,Low Education,34,Single,Retired Partner,0.0
Women,Low Education,34,Working Partner,Single,0.5
Women,Low Education,34,Working Partner,Working Partner,0.5
Women,Low Education,34,Working Partner,Retired Partner,0.0
Women,Low Education,34,Retired Partner,Single,0.0
Women,Low Education,34,Retired Partner,Working Partner,0.0
Women,Low Education,34,Retired Partner,Retired Partner,1.0
Women,Low Education,35,Single,Single,0.5
Women,Low Education,35,Single,Working Partner,0.5
Women,Low Education,35,Single,Retired Partner,0.0
Women,Low Education,35,Working Partner,Single,0.5
Women,Low Education,35,Working Partner,Working Partner,0.5
Women,Low Education,35,Working Partner,Retired Partner,0.0
Women,Low Education,35,Retired Partner,Single,0.0
Women,Low Education,35,Retired Partner,Working Partner,0.0
Women,Low Education,35,Retired Partner,Retired Partner,1.0
Women,Low Education,36,Single,Single,0.5
Women,Low Education,36,Single,Working Partner,0.5
Women,Low Education,36,Single,Retired Partner,0.0
Women,Low Education,36,Working Partner,Single,0.5
Women,Low Education,36,Working Partner,Working Partner,0.5
Women,Low Education,36,Working Partner,Retired Partner,0.0
Women,Low Education,36,Retired Partner,Single,0.0
Women,Low Education,36,Retired Partner,Working Partner,0.0
Women,Low Education,36,Retired Partner,Retired Partner,1.0
Women,Low Education,37,Single,Single,0.5
Women,Low Education,37,Single,Working Partner,0.5
Women,Low Education,37,Single,Retired Partner,0.0
Women,Low Education,37,Working Partner,Single,0.5
Women,Low Education,37,Working Partner,Working Partner,0.5
Women,Low Education,37,Working Partner,Retired Partner,0.0
Women,Low Education,37,Retired Partner,Single,0.0
Women,Low Education,37,Retired Partner,Working Partner,0.0
Women,Low Education,37,Retired Partner,Retired Partner,1.0
Women,Low Education,38,Single,Single,0.5
Women,Low Education,38,Single,Working Partner,0.5
Women,Low Education,38,Single,Retired Partner,0.0
Women,Low Education,38,Working Partner,Single,0.5
Women,Low Education,38,Working Partner,Working Partner,0.5
Women,Low Education,38,Working Partner,Retired Partner,0.0
Women,Low Education,38,Retired Partner,Single,0.0
Women,Low Education,38,Retired Partner,Working Partner,0.0
Women,Low Education,38,Retired Partner,Retired Partner,1.0
Women,Low Education,39,Single,Single,0.5
Women,Low Education,39,Single,Working Partner,0.5
Women,Low Education,39,Single,Retired Partner,0.0
Women,Low Education,39,Working Partner,Single,0.5
Women,Low Education,39,Working Partner,Working Partner,0.5
Women,Low Education,39,Working Partner,Retired Partner,0.0
Women,Low Education,39,Retired Partner,Single,0.0
Women,Low Education,39,Retired Partner,Working Partner,0.0
Women,Low Education,39,Retired Partner,Retired Partner,1.0
Women,Low Education,40,Single,Single,0.5
Women,Low Education,40,Single,Working Partner,0.5
Women,Low Education,40,Single,Retired Partner,0.0
Women,Low Education,40,Working Partner,Single,0.5
Women,Low Education,40,Working Partner,Working Partner,0.5
Women,Low Education,40,Working Partner,Retired Partner,0.0
Women,Low Education,40,Retired Partner,Single,0.0
Women,Low Education,40,Retired Partner,Working Partner,0.0
Women,Low Education,40,Retired Partner,Retired Partner,1.0
Women,Low Education,41,Single,Single,0.3333333333333333
Women,Low Education,41,Single,Working Partner,0.3333333333333333
Women,Low Education,41,Single,Retired Partner,0.3333333333333333
Women,Low Education,41,Working Partner,Single,0.3333333333333333
Women,Low Education,41,Working Partner,Working Partner,0.3333333333333333
Women,Low Education,41,Working Partner,Retired Partner,0.3333333333333333
Women,Low Education,41,Retired Partner,Single,0.0
Women,Low Education,41,Retired Partner,Working Partner,0.0
Women,Low Education,41,Retired Partner,Retired Partner,1.0
Women,Low Education,42,Single,Single,0.3333333333333333
Women,Low Education,42,Single,Working Partner,0.3333333333333333
Women,Low Education,42,Single,Retired Partner,0.3333333333333333
Women,Low Education,42,Working Partner,Single,0.3333333333333333
Women,Low Education,42,Working Partner,Working Partner,0.3333333333333333
Women,Low Education,42,Working Partner,Retired Partner,0.3333333333333333
Women,Low Education,42,Retired Partner,Single,0.0
Women,Low Education,42,Retired Partner,Working Partner,0.0
Women,Low Education,42,Retired Partner,Retired Partner,1.0
Women,Low Education,43,Single,Single,0.3333333333333333
Women,Low Education,43,Single,Working Partner,0.3333333333333333
Women,Low Education,43,Single,Retired Partner,0.3333333333333333
Women,Low Education,43,Working Partner,Single,0.3333333333333333
Women,Low Education,43,Working Partner,Working Partner,0.3333333333333333
Women,Low Education,43,Working Partner,Retired Partner,0.3333333333333333
Women,Low Education,43,Retired Partner,Single,0.0
Women,Low Education,43,Retired Partner,Working Partner,0.0
Women,Low Education,43,Retired Partner,Retired Partner,1.0
Women,Low Education,44,Single,Single,0.3333333333333333
Women,Low Education,44,Single,Working Partner,0.3333333333333333
Women,Low Education,44,Single,Retired Partner,0.3333333333333333
Women,Low Education,44,Working Partner,Single,0.3333333333333333
Women,Low Education,44,Working Partner,Working Partner,0.3333333333333333
Women,Low Education,44,Working Partner,Retired Partner,0.3333333333333333
Women,Low Education,44,Retired Partner,Single,0.0
Women,Low Education,44,Retired Partner,Working Partner,0.0
Women,Low Education,44,Retired Partner,Retired Partner,1.0
Women,Low Education,45,Single,Single,0.3333333333333333
Women,Low Education,45,Single,Working Partner,0.3333333333333333
Women,Low Education,45,Single,Retired Partner,0.3333333333333333
Women,Low Education,45,Working Partner,Single,0.3333333333333333
Women,Low Education,45,Working Partner,Working Partner,0.3333333333333333
Women,Low Education,45,Working Partner,Retired Partner,0.3333333333333333
Women,Low Education,45,Retired Partner,Single,0.0
Women,Low Education,45,Retired Partner,Working Partner,0.0
Women,Low Education,45,Retired Partner,Retired Partner,1.0
Women,Low Education,46,Single,Single,0.3333333333333333
Women,Low Education,46,Single,Working Partner,0.3333333333333333
Women,Low Education,46,Single,Retired Partner,0.3333333333333333
Women,Low Education,46,Working Partner,Single,0.3333333333333333
Women,Low Education,46,Working Partner,Working Partner,0.3333333333333333
Women,Low Education,46,Working Partner,Retired Partner,0.3333333333333333
Women,Low Education,46,Retired Partner,Single,0.0
Women,Low Education,46,Retired Partner,Working Partner,0.0
Women,Low Education,46,Retired Partner,Retired Partner,1.0
Women,Low Education,47,Single,Single,0.3333333333333333
Women,Low Education,47,Single,Working Partner,0.3333333333333333
Women,Low Education,47,Single,Retired Partner,0.3333333333333333
Women,Low Education,47,Working Partner,Single,0.3333333333333333
Women,Low Education,47,Working Partner,Working Partner,0.3333333333333333
Women,Low Education,47,Working Partner,Retired Partner,0.3333333333333333
Women,Low Education,47,Retired Partner,Single,0.0
Women,Low Education,47,Retired Partner,Working Partner,0.0
Women,Low Education,47,Retired Partner,Retired Partner,1.0
Women,Low Education,48,Single,Single,0.3333333333333333
Women,Low Education,48,Single,Working Partner,0.3333333333333333
Women,Low Education,48,Single,Retired Partner,0.3333333333333333
Women,Low Education,48,Working Partner,Single,0.3333333333333333
Women,Low Education,48,Working Partner,Working Partner,0.3333333333333333
Women,Low Education,48,Working Partner,Retired Partner,0.3333333333333333
Women,Low Education,48,Retired Partner,Single,0.0
Women,Low Education,48,Retired Partner,Working Partner,0.0
Women,Low Education,48,Retired Partner,Retired Partner,1.0
Women,Low Education,49,Single,Single,0.3333333333333333
Women,Low Education,49,Single,Working Partner,0.3333333333333333
Women,Low Education,49,Single,Retired Partner,0.3333333333333333
Women,Low Education,49,Working Partner,Single,0.3333333333333333
Women,Low Education,49,Working Partner,Working Partner,0.3333333333333333
Women,Low Education,49,Working Partner,Retired Partner,0.3333333333333333
Women,Low Education,49,Retired Partner,Single,0.0
Women,Low Education,49,Retired Partner,Working Partner,0.0
Women,Low Education,49,Retired Partner,Retired Partner,1.0
Women,Low Education,50,Single,Single,0.3333333333333333
Women,Low Education,50,Single,Working Partner,0.3333333333333333
Women,Low Education,50,Single,Retired Partner,0.3333333333333333
Women,Low Education,50,Working Partner,Single,0.3333333333333333
Women,Low Education,50,Working Partner,Working Partner,0.3333333333333333
Women,Low Education,50,Working Partner,Retired Partner,0.3333333333333333
Women,Low Education,50,Retired Partner,Single,0.0
Women,Low Education,50,Retired Partner,Working Partner,0.0
Women,Low Education,50,Retired Partner,Retired Partner,1.0
Women,Low Education,51,Single,Single,0.3333333333333333
Women,Low Education,51,Single,Working Partner,0.3333333333333333
Women,Low Education,51,Single,Retired Partner,0.3333333333333333
Women,Low Education,51,Working Partner,Single,0.3333333333333333
Women,Low Education,51,Working Partner,Working Partner,0.3333333333333333
Women,Low Education,51,Working Partner,Retired Partner,0.3333333333333333
Women,Low Education,51,Retired Partner,Single,0.0
Women,Low Education,51,Retired Partner,Working Partner,0.0
Women,Low Education,51,Retired Partner,Retired Partner,1.0
Women,Low Education,52,Single,Single,0.3333333333333333
Women,Low Education,52,Single,Working Partner,0.3333333333333333
Women,Low Education,52,Single,Retired Partner,0.3333333333333333
Women,Low Education,52,Working Partner,Single,0.3333333333333333
Women,Low Education,52,Working Partner,Working Partner,0.3333333333333333
Women,Low Education,52,Working Partner,Retired Partner,0.3333333333333333
Women,Low Education,52,Retired Partner,Single,0.0
Women,Low Education,52,Retired Partner,Working Partner,0.0
Women,Low Education,52,Retired Partner,Retired Partner,1.0
Women,Low Education,53,Single,Single,0.3333333333333333
Women,Low Education,53,Single,Working Partner,0.3333333333333333
Women,Low Education,53,Single,Retired Partner,0.3333333333333333
Women,Low Education,53,Working Partner,Single,0.3333333333333333
Women,Low Education,53,Working Partner,Working Partner,0.3333333333333333
Women,Low Education,53,Working Partner,Retired Partner,0.3333333333333333
Women,Low Education,53,Retired Partner,Single,0.0
Women,Low Education,53,Retired Partner,Working Partner,0.0
Women,Low Education,53,Retired Partner,Retired Partner,1.0
Women,Low Education,54,Single,Single,0.3333333333333333
Women,Low Education,54,Single,Working Partner,0.3333333333333333
Women,Low Education,54,Single,Retired Partner,0.3333333333333333
Women,Low Education,54,Working Partner,Single,0.3333333333333333
Women,Low Education,54,Working Partner,Working Partner,0.3333333333333333
Women,Low Education,54,Working Partner,Retired Partner,0.3333333333333333
Women,Low Education,54,Retired Partner,Single,0.0
Women,Low Education,54,Retired Partner,Working Partner,0.0
Women,Low Education,54,Retired Partner,Retired Partner,1.0
Women,Low Education,55,Single,Single,0.3333333333333333
Women,Low Education,55,Single,Working Partner,0.3333333333333333
Women,Low Education,55,Single,Retired Partner,0.3333333333333333
Women,Low Education,55,Working Partner,Single,0.3333333333333333
Women,Low Education,55,Working Partner,Working Partner,0.3333333333333333
Women,Low Education,55,Working Partner,Retired Partner,0.3333333333333333
Women,Low Education,55,Retired Partner,Single,0.0
Women,Low Education,55,Retired Partner,Working Partner,0.0
Women,Low Education,55,Retired Partner,Retired Partner,1.0
Women,Low Education,56,Single,Single,0.3333333333333333
Women,Low Education,56,Single,Working Partner,0.3333333333333333
Women,Low Education,56,Single,Retired Partner,0.3333333333333333
Women,Low Education,56,Working Partner,Single,0.3333333333333333
Women,Low Education,56,Working Partner,Working Partner,0.3333333333333333
Women,Low Education,56,Working Partner,Retired Partner,0.3333333333333333
Women,Low Education,56,Retired Partner,Single,0.0
Women,Low Education,56,Retired Partner,Working Partner,0.0
Women,Low Education,56,Retired Partner,Retired Partner,1.0
Women,Low Education,57,Single,Single,0.3333333333333333
Women,Low Education,57,Single,Working Partner,0.3333333333333333
Women,Low Education,57,Single,Retired Partner,0.3333333333333333
Women,Low Education,57,Working Partner,Single,0.3333333333333333
Women,Low Education,57,Working Partner,Working Partner,0.3333333333333333
Women,Low Education,57,Working Partner,Retired Partner,0.3333333333333333
Women,Low Education,57,Retired Partner,Single,0.0
Women,Low Education,57,Retired Partner,Working Partner,0.0
Women,Low Education,57,Retired Partner,Retired Partner,1.0
Women,Low Education,58,Single,Single,0.3333333333333333
Women,Low Education,58,Single,Working Partner,0.3333333333333333
Women,Low Education,58,Single,Retired Partner,0.3333333333333333
Women,Low Education,58,Working Partner,Single,0.3333333333333333
Women,Low Education,58,Working Partner,Working Partner,0.3333333333333333
Women,Low Education,58,Working Partner,Retired Partner,0.3333333333333333
Women,Low Education,58,Retired Partner,Single,0.0
Women,Low Education,58,Retired Partner,Working Partner,0.0
Women,Low Education,58,Retired Partner,Retired Partner,1.0
Women,Low Education,59,Single,Single,0.3333333333333333
Women,Low Education,59,Single,Working Partner,0.3333333333333333
Women,Low Education,59,Single,Retired Partner,0.3333333333333333
Women,Low Education,59,Working Partner,Single,0.3333333333333333
Women,Low Education,59,Working Partner,Working Partner,0.3333333333333333
Women,Low Education,59,Working Partner,Retired Partner,0.3333333333333333
Women,Low Education,59,Retired Partner,Single,0.0
Women,Low Education,59,Retired Partner,Working Partner,0.0
Women,Low Education,59,Retired Partner,Retired Partner,1.0
Women,Low Education,60,Single,Single,0.3333333333333333
Women,Low Education,60,Single,Working Partner,0.3333333333333333
Women,Low Education,60,Single,Retired Partner,0.3333333333333333
Women,Low Education,60,Working Partner,Single,0.3333333333333333
Women,Low Education,60,Working Partner,Working Partner,0.3333333333333333
Women,Low Education,60,Working Partner,Retired Partner,0.3333333333333333
Women,Low Education,60,Retired Partner,Single,0.0
Women,Low Education,60,Retired Partner,Working Partner,0.0
Women,Low Education,60,Retired Partner,Retired Partner,1.0
Women,Low Education,61,Single,Single,0.3333333333333333
Women,Low Education,61,Single,Working Partner,0.3333333333333333
Women,Low Education,61,Single,Retired Partner,0.3333333333333333
Women,Low Education,61,Working Partner,Single,0.3333333333333333
Women,Low Education,61,Working Partner,Working Partner,0.3333333333333333
Women,Low Education,61,Working Partner,Retired Partner,0.3333333333333333
Women,Low Education,61,Retired Partner,Single,0.0
Women,Low Education,61,Retired Partner,Working Partner,0.0
Women,Low Education,61,Retired Partner,Retired Partner,1.0
Women,Low Education,62,Single,Single,0.3333333333333333
Women,Low Education,62,Single,Working Partner,0.3333333333333333
Women,Low Education,62,Single,Retired Partner,0.3333333333333333
Women,Low Education,62,Working Partner,Single,0.3333333333333333
Women,Low Education,62,Working Partner,Working Partner,0.3333333333333333
Women,Low Education,62,Working Partner,Retired Partner,0.3333333333333333
Women,Low Education,62,Retired Partner,Single,0.0
Women,Low Education,62,Retired Partner,Working Partner,0.0
Women,Low Education,62,Retired Partner,Retired Partner,1.0
Women,Low Education,63,Single,Single,0.3333333333333333
Women,Low Education,63,Single,Working Partner,0.3333333333333333
Women,Low Education,63,Single,Retired Partner,0.3333333333333333
Women,Low Education,63,Working Partner,Single,0.3333333333333333
Women,Low Education,63,Working Partner,Working Partner,0.3333333333333333
Women,Low Education,63,Working Partner,Retired Partner,0.3333333333333333
Women,Low Education,63,Retired Partner,Single,0.0
Women,Low Education,63,Retired Partner,Working Partner,0.0
Women,Low Education,63,Retired Partner,Retired Partner,1.0
Women,Low Education,64,Single,Single,0.3333333333333333
Women,Low Education,64,Single,Working Partner,0.3333333333333333
Women,Low Education,64,Single,Retired Partner,0.3333333333333333
Women,Low Education,64,Working Partner,Single,0.3333333333333333
Women,Low Education,64,Working Partner,Working Partner,0.3333333333333333
Women,Low Education,64,Working Partner,Retired Partner,0.3333333333333333
Women,Low Education,64,Retired Partner,Single,0.0
Women,Low Education,64,Retired Partner,Working Partner,0.0
Women,Low Education,64,Retired Partner,Retired Partner,1.0
Women,Low Education,65,Single,Single,0.3333333333333333
Women,Low Education,65,Single,Working Partner,0.3333333333333333
Women,Low Education,65,Single,Retired Partner,0.3333333333333333
Women,Low Education,65,Working Partner,Single,0.3333333333333333
Women,Low Education,65,Working Partner,Working Partner,0.3333333333333333
Women,Low Education,65,Working Partner,Retired Partner,0.3333333333333333
Women,Low Education,65,Retired Partner,Single,0.0
Women,Low Education,65,Retired Partner,Working Partner,0.0
Women,Low Education,65,Retired Partner,Retired Partner,1.0
Women,Low Education,66,Single,Single,0.3333333333333333
Women,Low Education,66,Single,Working Partner,0.3333333333333333
Women,Low Education,66,Single,Retired Partner,0.3333333333333333
Women,Low Education,66,Working Partner,Single,0.3333333333333333
Women,Low Education,66,Working Partner,Working Partner,0.3333333333333333
Women,Low Education,66,Working Partner,Retired Partner,0.3333333333333333
Women,Low Education,66,Retired Partner,Single,0.0
Women,Low Education,66,Retired Partner,Working Partner,0.0
Women,Low Education,66,Retired Partner,Retired Partner,1.0
Women,Low Education,67,Single,Single,0.3333333333333333
Women,Low Education,67,Single,Working Partner,0.3333333333333333
Women,Low Education,67,Single,Retired Partner,0.3333333333333333
Women,Low Education,67,Working Partner,Single,0.3333333333333333
Women,Low Education,67,Working Partner,Working Partner,0.3333333333333333
Women,Low Education,67,Working Partner,Retired Partner,0.3333333333333333
Women,Low Education,67,Retired Partner,Single,0.0
Women,Low Education,67,Retired Partner,Working Partner,0.0
Women,Low Education,67,Retired Partner,Retired Partner,1.0
Women,Low Education,68,Single,Single,0.3333333333333333
Women,Low Education,68,Single,Working Partner,0.3333333333333333
Women,Low Education,68,Single,Retired Partner,0.3333333333333333
Women,Low Education,68,Working Partner,Single,0.3333333333333333
Women,Low Education,68,Working Partner,Working Partner,0.3333333333333333
